▁lot	-7.1503
▁any	-7.15882
▁felt	-7.15926
▁find	-7.16237
n	-7.19391
▁every	-7.20162
▁happy	-7.20322
▁less	-7.20668
▁sure	-7.20979
▁having	-7.21941
▁quite	-7.22603
▁days	-7.23133
▁doing	-7.24511
▁home	-7.25234
▁enough	-7.25601
▁makes	-7.26331
▁many	-7.27052
▁take	-7.27233
es	-7.28139
▁off	-7.28738
▁kind	-7.28953
▁look	-7.30407
▁come	-7.31754
▁anything	-7.31883
▁away	-7.32396
▁person	-7.33989
▁last	-7.34439
▁why	-7.34441
▁left	-7.34806
▁better	-7.35551
▁everything	-7.35553
▁keep	-7.37057
▁own	-7.371
▁without	-7.3717
▁new	-7.37235
▁ever	-7.37285
▁before	-7.37865
▁world	-7.40929
▁us	-7.41158
▁friends	-7.42152
▁re	-7.42281
▁sometimes	-7.42548
▁while	-7.42558
a	-7.43689
al	-7.4449
▁such	-7.4455
▁few	-7.44951
▁remember	-7.45113
▁thought	-7.45792
▁http	-7.4619
ther	-7.46794
▁actually	-7.47077
▁thing	-7.47622
▁started	-7.47849
▁year	-7.49763
▁let	-7.49877
▁week	-7.49914
▁trying	-7.50504
▁feels	-7.50859
▁first	-7.51309
▁gett	-7.53045
▁un	-7.53506
▁able	-7.54232
▁family	-7.54874
▁said	-7.55327
▁w	-7.55378
▁long	-7.55586
▁tell	-7.55678
▁bad	-7.56068
▁give	-7.56643
r	-7.56822
m	-7.57092
▁part	-7.57411
▁try	-7.58584
▁href	-7.61432
▁mak	-7.61614
▁times	-7.6338
▁end	-7.64358
▁start	-7.64488
▁read	-7.65292
▁heart	-7.65735
o	-7.66565
▁already	-7.66906
▁talk	-7.66913
▁since	-7.67391
▁alone	-7.67936
▁ill	-7.68653
▁same	-7.68981
▁strange	-7.69439
▁two	-7.71086
▁hard	-7.71538
▁put	-7.71647
▁morning	-7.72157
▁nothing	-7.72708
▁place	-7.7297
▁often	-7.73302
▁write	-7.73732
▁others	-7.74309
▁strong	-7.74337
▁yet	-7.74338
▁blog	-7.74447
▁night	-7.74584
▁post	-7.75256
▁god	-7.75959
▁sweet	-7.76008
▁years	-7.76128
▁hate	-7.76604
▁stressed	-7.76707
▁might	-7.77139
▁ra	-7.77423
▁hope	-7.78207
▁may	-7.78319
▁moment	-7.78607
▁watch	-7.79099
▁weird	-7.79423
▁hurt	-7.80355
▁sad	-7.8057
▁amazing	-7.80589
▁school	-7.80589
▁overwhelmed	-7.80591
▁ve	-7.81414
▁guess	-7.81769
▁point	-7.82123
▁didn	-7.82436
▁another	-7.83565
▁pain	-7.83699
▁enjoy	-7.84151
▁whole	-7.84265
▁stop	-7.85404
▁everyone	-7.87262
▁anyone	-7.87262
▁looking	-7.87792
▁excited	-7.87922
▁angry	-7.8852
▁each	-7.89158
▁old	-7.90362
▁done	-7.90451
▁lost	-7.90475
i	-7.90644
▁once	-7.90792
▁loved	-7.92064
▁thinking	-7.92151
▁almost	-7.92404
re	-7.92846
▁friend	-7.93041
▁completely	-7.93901
cially	-7.94289
▁face	-7.94331
▁wanted	-7.94366
▁else	-7.94405
▁blessed	-7.94418
g	-7.94732
▁went	-7.94849
▁great	-7.94944
▁next	-7.95079
▁maybe	-7.95084
▁believe	-7.95666
▁self	-7.95748
▁passionate	-7.95761
▁body	-7.95793
▁free	-7.96434
▁important	-7.96453
▁accepted	-7.96523
▁walk	-7.98051
in	-7.98299
▁fact	-7.98372
▁helpless	-7.98582
p	-7.99217
▁writing	-7.99233
▁cold	-7.99246
▁hated	-7.99633
▁does	-7.99751
▁must	-8.0066
▁sleep	-8.00841
▁understand	-8.01066
espe	-8.01126
ably	-8.0114
▁past	-8.01184
▁real	-8.01637
▁show	-8.02067
▁care	-8.04079
▁tired	-8.04275
▁use	-8.04617
▁call	-8.04658
▁stupid	-8.05028
▁afraid	-8.05053
▁least	-8.05809
▁man	-8.06106
▁d	-8.0637
▁book	-8.06708
▁sense	-8.0676
▁wonder	-8.0725
▁wish	-8.07272
▁agitated	-8.07325
▁mean	-8.07489
▁head	-8.08085
▁particular	-8.08094
▁turn	-8.08094
▁job	-8.08096
▁final	-8.08154
▁reason	-8.08241
▁leave	-8.08244
▁inside	-8.08254
▁towards	-8.087
▁sort	-8.09017
▁won	-8.09964
▁full	-8.1023
▁share	-8.10281
▁mind	-8.10595
st	-8.10959
▁best	-8.11048
▁until	-8.11232
▁starting	-8.11259
▁girl	-8.11434
l	-8.11736
▁found	-8.12018
▁told	-8.12038
▁usual	-8.12039
▁wonderful	-8.12114
▁hear	-8.12261
▁lately	-8.12283
▁anxious	-8.12838
ness	-8.12949
▁thankful	-8.13658
▁far	-8.13774
▁seem	-8.14778
▁live	-8.15594
▁used	-8.15741
▁special	-8.16971
▁stay	-8.17003
▁coming	-8.17119
ting	-8.17306
▁supporting	-8.17592
▁generous	-8.17818
▁class	-8.17897
▁sorry	-8.17916
▁become	-8.18137
▁glad	-8.18673
▁nervous	-8.18673
▁wasnt	-8.19333
▁depressed	-8.19558
▁slightly	-8.19582
▁house	-8.20414
▁taking	-8.20431
ies	-8.20437
c	-8.20606
▁words	-8.21103
▁extreme	-8.21286
▁ok	-8.21293
▁prob	-8.22118
▁deep	-8.2214
▁loving	-8.22167
▁cool	-8.2217
▁guilty	-8.22232
▁close	-8.2275
▁move	-8.23136
▁amp	-8.23242
▁safe	-8.23957
▁perfect	-8.24194
▁low	-8.24748
▁reading	-8.24883
▁came	-8.24908
ion	-8.25465
▁certain	-8.25787
▁stuff	-8.25787
▁lonely	-8.25802
▁scared	-8.26764
▁totally	-8.26836
▁dur	-8.26941
▁emotional	-8.27027
▁working	-8.27044
▁months	-8.27457
▁r	-8.27588
▁frustrated	-8.27649
able	-8.27718
▁positive	-8.28591
▁proud	-8.28591
▁fine	-8.28628
▁child	-8.29526
▁comfortable	-8.29552
▁spend	-8.29555
on	-8.29738
▁c	-8.29963
▁realize	-8.30027
▁woke	-8.30507
▁hot	-8.31439
▁saying	-8.31782
▁confident	-8.32459
▁rest	-8.32522
▁run	-8.32639
▁change	-8.32789
▁kids	-8.32998
truly	-8.33637
▁admit	-8.34486
en	-8.3516
▁big	-8.35302
▁exhausted	-8.35473
▁id	-8.35821
▁high	-8.36473
▁under	-8.3648
▁cannot	-8.36489
▁eat	-8.36498
▁super	-8.3657
▁wrong	-8.37026
▁room	-8.37526
▁cause	-8.37595
▁hopeful	-8.37744
▁thoughts	-8.37903
▁eyes	-8.37941
▁mad	-8.38459
▁awkward	-8.38549
▁ashamed	-8.38553
ce	-8.39264
▁spent	-8.39602
▁children	-8.39604
▁open	-8.39606
▁tortured	-8.39623
▁experience	-8.40082
▁baby	-8.40651
▁beloved	-8.40666
▁terrified	-8.40666
▁together	-8.40666
▁missed	-8.41138
▁content	-8.41264
▁matter	-8.41384
▁future	-8.41742
▁calm	-8.41746
▁funny	-8.41747
▁bothered	-8.41838
▁decided	-8.4186
▁doesnt	-8.4194
▁miss	-8.42692
▁creative	-8.42828
▁embarrassed	-8.42828
▁awful	-8.42829
▁bed	-8.42947
gan	-8.43103
▁hand	-8.43285
▁knew	-8.43927
▁miserable	-8.43927
▁story	-8.43931
▁anymore	-8.43931
▁ask	-8.44053
▁mother	-8.44063
▁idea	-8.44664
▁caring	-8.44863
▁hours	-8.44875
ity	-8.44915
▁amazed	-8.45038
▁wear	-8.45613
▁b	-8.45673
ers	-8.45786
▁unhappy	-8.46162
▁irritable	-8.46162
▁pleasant	-8.46162
▁lucky	-8.46212
▁control	-8.46229
▁sit	-8.46661
▁energy	-8.47298
▁instead	-8.47298
▁inspired	-8.47308
▁horrible	-8.47323
or	-8.47538
▁ago	-8.47766
▁liked	-8.47966
ment	-8.47974
te	-8.48026
▁both	-8.48201
▁women	-8.48448
▁living	-8.48451
▁brave	-8.48471
▁disappointed	-8.48472
▁deal	-8.48498
▁cute	-8.48573
▁weeks	-8.48701
h	-8.49239
▁somewhat	-8.4961
▁shitty	-8.49616
▁successful	-8.49617
▁surprised	-8.49656
▁confused	-8.49664
▁talented	-8.49664
▁between	-8.50787
▁uncertain	-8.50787
▁rich	-8.50787
▁seems	-8.51626
▁fun	-8.51729
▁satisfied	-8.51977
▁uncomfortable	-8.51977
▁running	-8.51978
▁popular	-8.51979
▁terrible	-8.52039
▁car	-8.5234
f	-8.52445
▁food	-8.52924
▁punished	-8.53182
▁somehow	-8.53182
▁lovely	-8.53196
▁selfish	-8.53204
▁buy	-8.53212
▁useless	-8.53214
▁annoyed	-8.5322
▁longer	-8.53446
less	-8.53509
est	-8.53544
▁mom	-8.54181
▁situation	-8.54221
▁side	-8.54301
▁unsure	-8.54403
▁dull	-8.55639
▁woman	-8.55639
▁discouraged	-8.55645
▁normal	-8.55712
▁listen	-8.55876
▁happen	-8.56002
▁guy	-8.56786
▁hopeless	-8.56897
▁giving	-8.56903
▁al	-8.57076
▁fuck	-8.57796
▁small	-8.58047
▁talking	-8.58135
▁incredibl	-8.58152
▁lethargic	-8.58152
▁vulnerable	-8.58152
▁curious	-8.58152
▁money	-8.58154
▁irritated	-8.58158
▁greedy	-8.58161
▁sitt	-8.58761
▁useful	-8.59459
▁absolutely	-8.59479
▁convinced	-8.5948
▁kinda	-8.59654
▁knowing	-8.59823
▁light	-8.59882
▁music	-8.60328
▁smart	-8.60733
▁empty	-8.60733
▁violent	-8.60733
▁weekend	-8.60733
▁dumb	-8.60733
▁pissed	-8.60761
▁offended	-8.60791
▁ll	-8.61549
▁hair	-8.61713
▁whe	-8.61858
▁hold	-8.61884
▁numb	-8.61892
ought	-8.61979
▁insecure	-8.62048
▁couple	-8.62049
▁rude	-8.62059
▁devastated	-8.62077
▁determined	-8.62091
▁insulted	-8.62096
▁relaxed	-8.62211
▁needed	-8.62604
ive	-8.62642
▁asked	-8.62661
▁soon	-8.63038
▁apprehensive	-8.63382
▁gorgeous	-8.63382
▁resentful	-8.63383
▁impressed	-8.63384
▁isolated	-8.63392
▁either	-8.63431
▁rushed	-8.63469
▁bitter	-8.6347
▁sincere	-8.63476
▁nice	-8.64056
▁different	-8.64069
▁relationship	-8.64687
▁sick	-8.64702
▁precious	-8.64733
▁ugly	-8.64733
▁wake	-8.64737
▁vain	-8.64738
▁rejected	-8.64764
▁valued	-8.64775
▁shy	-8.64785
▁aching	-8.64897
▁against	-8.64898
▁took	-8.65099
ww	-8.65449
▁jealous	-8.65889
▁comes	-8.65923
▁energetic	-8.66103
▁homesick	-8.66103
▁husband	-8.66103
▁sympathetic	-8.66103
▁melancholy	-8.66107
▁support	-8.66302
▁set	-8.66522
▁trust	-8.67274
▁beautiful	-8.67492
▁disgusted	-8.67492
▁half	-8.67492
▁pathetic	-8.67492
▁unwelcome	-8.67492
▁speak	-8.67501
▁definite	-8.67516
▁shaken	-8.67525
▁young	-8.67567
▁burdened	-8.67644
b	-8.67848
▁fucked	-8.68022
▁happened	-8.6803
▁f	-8.68387
▁ga	-8.68845
▁blank	-8.68859
▁cranky	-8.689
▁innocent	-8.689
▁faithful	-8.68908
▁gloomy	-8.68908
▁assured	-8.68909
▁dream	-8.68917
▁joyful	-8.6892
▁tonight	-8.69187
an	-8.69555
▁simp	-8.69727
▁grow	-8.70313
▁second	-8.70316
▁groggy	-8.70329
▁divine	-8.7033
u	-8.70368
▁tender	-8.70414
▁however	-8.70551
▁parents	-8.7069
le	-8.71086
ll	-8.71749
▁crappy	-8.71778
▁dissatisfied	-8.71778
▁valuable	-8.71778
▁reluctant	-8.71779
▁dangerous	-8.71779
▁paranoid	-8.7178
▁worthless	-8.71792
▁bitchy	-8.71858
▁pressured	-8.7193
us	-8.72031
▁respected	-8.72072
▁th	-8.73177
▁exact	-8.73249
▁hesitant	-8.73249
▁yesterday	-8.73249
▁course	-8.73256
▁peaceful	-8.73259
▁productive	-8.73261
▁front	-8.73266
▁joy	-8.7328
▁distracted	-8.73281
▁weight	-8.73294
▁ignored	-8.7336
▁g	-8.73382
▁honestly	-8.73651
▁song	-8.7369
▁ready	-8.73859
ally	-8.74047
▁de	-8.74127
ever	-8.74576
▁christmas	-8.74741
▁humiliated	-8.74742
▁romantic	-8.74742
▁beaten	-8.74749
▁lack	-8.74751
▁drained	-8.74767
▁defeated	-8.74774
▁honored	-8.74774
▁skin	-8.74938
▁pleased	-8.74947
▁whatever	-8.74982
▁mine	-8.7501
▁longing	-8.75083
▁men	-8.75709
▁touch	-8.75939
▁play	-8.76128
▁eager	-8.76256
▁heartbroken	-8.76256
▁superior	-8.76256
▁unimportant	-8.76256
▁optimistic	-8.76257
▁dirty	-8.76261
▁intimidated	-8.76282
▁upset	-8.76309
▁p	-8.76693
▁wait	-8.76773
▁e	-8.77523
▁books	-8.77531
▁friendly	-8.77723
▁clever	-8.77795
▁festive	-8.77795
▁gentle	-8.77795
▁inadequate	-8.77795
▁worthwhile	-8.77795
▁mellow	-8.77797
▁allow	-8.77809
▁thrilled	-8.77858
▁plan	-8.78846
▁girls	-8.78957
▁hes	-8.79279
▁broke	-8.79282
▁disheartened	-8.79357
▁mood	-8.79358
▁three	-8.79358
▁smile	-8.79358
▁boring	-8.79359
▁tried	-8.79359
▁petty	-8.79359
▁near	-8.7936
▁list	-8.79452
▁gone	-8.79461
▁emotions	-8.79951
▁cry	-8.79957
▁follow	-8.79977
th	-8.80021
▁naughty	-8.80945
▁entire	-8.80945
▁fake	-8.80948
▁nostalgic	-8.80948
▁threatened	-8.80979
▁damaged	-8.80989
▁troubled	-8.80999
▁n	-8.81104
▁stand	-8.8153
▁lives	-8.8203
ful	-8.82547
▁unfortunate	-8.82558
▁lousy	-8.82558
▁true	-8.82558
▁ways	-8.82594
▁name	-8.8277
▁hour	-8.82799
v	-8.83378
▁outside	-8.84177
▁horny	-8.84197
▁fair	-8.84199
▁regretful	-8.84202
▁acceptable	-8.84207
▁style	-8.8421
▁reach	-8.8421
▁shaky	-8.84216
▁supportive	-8.8422
▁resolved	-8.84223
▁order	-8.84308
▁game	-8.84319
▁suddenly	-8.8435
ic	-8.8453
ur	-8.84972
▁waiting	-8.853
▁delicious	-8.85864
▁summer	-8.85865
▁restless	-8.85897
▁welcomed	-8.85909
▁fear	-8.86086
▁continue	-8.86187
▁suffering	-8.86357
▁break	-8.86514
k	-8.86739
▁bring	-8.86943
▁rotten	-8.87559
▁oh	-8.87573
▁disturbed	-8.87596
▁add	-8.8764
▁shocked	-8.87653
▁guys	-8.87748
▁supposed	-8.87763
▁wronged	-8.88358
▁called	-8.88664
▁type	-8.88788
ation	-8.88805
▁needs	-8.8927
▁discontent	-8.89283
▁honoured	-8.89283
▁impatient	-8.89283
▁lame	-8.89286
▁intelligent	-8.89288
▁relieved	-8.89297
▁mention	-8.89302
▁team	-8.8931
▁later	-8.89346
▁learn	-8.89413
▁along	-8.89461
▁treat	-8.89526
▁given	-8.89563
▁month	-8.89641
▁word	-8.89749
▁wanting	-8.89964
▁fall	-8.90008
▁finish	-8.90555
w	-8.90661
▁remind	-8.90748
▁loyal	-8.91025
▁behind	-8.91037
▁grateful	-8.91037
▁grumpy	-8.91037
▁ungrateful	-8.91037
▁virtuous	-8.91037
▁country	-8.91046
▁fearful	-8.91053
▁human	-8.9135
▁boy	-8.91492
▁toward	-8.91904
▁consider	-8.92303
ather	-8.92543
is	-8.92636
▁eating	-8.92807
▁fabulous	-8.92823
▁terrific	-8.92823
▁fantastic	-8.92824
▁chance	-8.92825
▁frightened	-8.92828
▁deprived	-8.92836
▁phone	-8.92853
▁doomed	-8.92853
▁needy	-8.92902
▁taken	-8.9323
▁hands	-8.93313
▁trusting	-8.94149
▁focus	-8.94151
▁adventurous	-8.94641
▁fond	-8.94643
▁privileged	-8.94656
though	-8.9466
▁listless	-8.94664
▁wasn	-8.94719
▁generally	-8.95129
▁problems	-8.95514
▁trip	-8.96099
▁sat	-8.9642
▁carefree	-8.96493
▁smug	-8.96493
▁rebellious	-8.96493
▁leaving	-8.96493
▁forward	-8.9663
▁act	-8.97647
▁meet	-8.9775
▁stress	-8.97901
▁hit	-8.97989
▁co	-8.98234
▁struggle	-8.9838
▁etc	-8.9838
▁saw	-8.98382
▁foolish	-8.98382
▁artistic	-8.98387
▁water	-8.98391
▁reassured	-8.98399
▁throw	-8.98407
▁single	-8.9842
▁met	-8.98507
▁race	-8.98529
▁desire	-8.99213
ish	-8.99247
▁isnt	-8.99693
▁pass	-8.99705
▁answer	-8.9979
▁explain	-8.99794
▁within	-9.00039
▁push	-9.00299
▁invigorated	-9.00303
▁pay	-9.00419
▁movie	-9.00839
▁question	-9.00856
▁minutes	-9.01035
▁age	-9.01103
ne	-9.01414
▁learning	-9.01446
at	-9.01675
▁u	-9.01997
▁suppose	-9.02028
▁stubborn	-9.02263
▁amount	-9.02264
▁casual	-9.02264
▁beginning	-9.02264
▁utter	-9.02289
▁space	-9.02329
▁constantly	-9.02511
se	-9.02742
▁begin	-9.02743
▁goes	-9.03026
ry	-9.03046
▁pick	-9.03568
▁fit	-9.03858
▁line	-9.03921
▁ecstatic	-9.04263
▁jaded	-9.04264
▁triumphant	-9.04264
▁vital	-9.04264
▁spirit	-9.04266
▁attention	-9.04277
▁abused	-9.04309
▁late	-9.04523
▁students	-9.04651
ie	-9.04776
▁short	-9.04804
▁learned	-9.04823
il	-9.04938
out	-9.05301
▁walked	-9.05665
▁damn	-9.0579
▁ones	-9.06112
▁shit	-9.06297
▁unloved	-9.06304
▁easy	-9.06311
▁art	-9.06404
▁please	-9.06461
▁telling	-9.06781
▁party	-9.07228
▁comments	-9.07319
▁worth	-9.08162
▁delicate	-9.08388
▁submissive	-9.08388
▁moving	-9.0839
▁warm	-9.08414
▁yes	-9.08419
▁father	-9.08476
▁lose	-9.08569
▁red	-9.08943
▁group	-9.09066
▁br	-9.09149
▁air	-9.09232
▁contented	-9.09334
▁loss	-9.09624
▁expect	-9.10015
▁personal	-9.10218
▁peace	-9.105
▁envious	-9.10515
▁opportunity	-9.10515
▁perhaps	-9.10515
▁skeptical	-9.10515
▁stomach	-9.10515
▁voice	-9.10515
▁frantic	-9.10516
▁four	-9.10522
▁possible	-9.1053
▁worried	-9.10538
▁appreciative	-9.1054
▁tomorrow	-9.10605
▁due	-9.10652
▁healthy	-9.10725
▁sever	-9.10801
▁upon	-9.11189
▁seen	-9.11416
▁moments	-9.11435
▁dis	-9.11543
el	-9.12282
▁tend	-9.12656
▁unpleasant	-9.12689
▁church	-9.12689
▁doesn	-9.12815
▁lie	-9.13174
▁sound	-9.13512
it	-9.14259
▁top	-9.14274
▁pull	-9.14422
▁imagine	-9.1467
▁pray	-9.14828
▁despi	-9.14888
▁putt	-9.14901
▁dazed	-9.14911
▁forget	-9.14921
▁connection	-9.14943
▁easily	-9.14948
▁early	-9.15166
▁seriously	-9.15193
ty	-9.15286
▁v	-9.16035
▁son	-9.16212
▁means	-9.16944
▁k	-9.16976
▁kept	-9.17185
▁negative	-9.17207
▁sun	-9.17236
▁amused	-9.17245
▁messy	-9.17326
▁cut	-9.17514
▁arms	-9.17923
▁piece	-9.18086
▁offer	-9.182
▁st	-9.18437
▁honest	-9.18879
▁anger	-9.1906
▁wearing	-9.19299
▁figure	-9.19463
▁dark	-9.19493
▁crazy	-9.1951
▁tragic	-9.1951
▁src	-9.1951
▁sentimental	-9.19512
▁brain	-9.19519
▁anyway	-9.1955
▁distressed	-9.19572
ri	-9.20104
▁state	-9.20151
▁characters	-9.20574
▁general	-9.21253
▁respect	-9.2141
▁known	-9.21481
▁health	-9.21686
▁except	-9.21733
▁missing	-9.21746
▁count	-9.21811
▁death	-9.21891
▁suspicious	-9.21891
▁mix	-9.21901
▁community	-9.21902
▁doubtful	-9.21904
▁recently	-9.22069
▁clean	-9.2213
▁worse	-9.22142
▁pre	-9.22195
▁describe	-9.2225
▁step	-9.22517
▁tears	-9.22521
sh	-9.22556
▁pressure	-9.22615
x	-9.22719
▁heard	-9.22731
▁level	-9.22865
▁los	-9.23168
▁worry	-9.23253
▁drink	-9.23278
▁questions	-9.23635
▁kiss	-9.24083
▁possib	-9.24312
▁difficult	-9.2433
▁themselves	-9.2433
▁attempt	-9.2433
▁keen	-9.24336
▁hang	-9.24347
▁delighted	-9.24443
▁worked	-9.24494
▁quickly	-9.24544
▁hell	-9.24745
ous	-9.24799
▁o	-9.24814
▁finished	-9.25015
man	-9.25085
▁truth	-9.25275
▁case	-9.25341
▁decision	-9.25403
▁picture	-9.25419
▁complete	-9.26056
▁visit	-9.26232
▁express	-9.26235
ily	-9.26489
▁looks	-9.2662
▁process	-9.26831
▁black	-9.26831
▁playful	-9.26854
▁kid	-9.27015
ma	-9.27052
▁hop	-9.27582
▁mo	-9.27582
▁couldn	-9.27764
▁kick	-9.27936
▁effort	-9.27962
▁issues	-9.2797
▁project	-9.27974
▁pictures	-9.28261
▁return	-9.28897
▁ex	-9.29005
▁appreciate	-9.29155
▁disillusioned	-9.29394
▁glamorous	-9.29394
▁everyday	-9.29394
▁check	-9.29395
▁stories	-9.29395
rote	-9.29395
▁wife	-9.29398
▁idiotic	-9.29402
▁cover	-9.29413
▁title	-9.29432
ter	-9.29603
as	-9.29685
▁readers	-9.30175
▁realiz	-9.30194
▁allowed	-9.30205
▁personally	-9.30287
▁dog	-9.30657
▁meeting	-9.30819
▁rain	-9.30971
▁crying	-9.31087
▁thank	-9.31159
▁door	-9.31311
▁clear	-9.31395
cross	-9.31825
▁decide	-9.31826
▁extra	-9.31856
▁sex	-9.31859
▁college	-9.32025
▁freak	-9.32025
▁presence	-9.32025
▁remorseful	-9.32027
▁doubt	-9.32027
ia	-9.32064
▁avoid	-9.32108
▁simple	-9.32461
ar	-9.32592
▁physically	-9.32601
▁looked	-9.32979
▁sister	-9.3326
▁choice	-9.33309
▁news	-9.33456
▁listening	-9.34242
anna	-9.34464
▁subject	-9.34728
▁gotten	-9.34745
▁fast	-9.34771
▁huge	-9.34827
▁busy	-9.34872
▁di	-9.34912
▁breath	-9.35079
ra	-9.35081
▁weather	-9.35093
▁sleeping	-9.35899
▁color	-9.36071
▁gift	-9.36074
▁dad	-9.36157
▁shar	-9.36252
▁fight	-9.36699
▁ha	-9.37015
▁social	-9.37154
▁guilt	-9.37313
▁yourself	-9.37506
▁hostile	-9.37507
▁blogging	-9.37586
▁sadness	-9.37649
▁area	-9.37967
▁training	-9.38135
▁photos	-9.38332
ta	-9.38391
▁film	-9.38889
▁happens	-9.38928
▁comment	-9.38966
▁number	-9.3906
▁emotionally	-9.39464
▁win	-9.39659
▁per	-9.39804
▁fi	-9.39868
▁ground	-9.39889
▁create	-9.40125
▁asking	-9.40233
na	-9.40244
▁spot	-9.40351
▁beyond	-9.40363
▁computer	-9.40363
▁grouchy	-9.40363
▁daughter	-9.40363
▁sociable	-9.40363
▁progress	-9.40364
▁quiet	-9.40364
▁choose	-9.40397
▁managed	-9.40559
▁nor	-9.40563
age	-9.40684
▁passed	-9.41091
▁boyfriend	-9.41807
▁problem	-9.42091
▁soul	-9.42579
▁physical	-9.42667
▁comfort	-9.42724
▁reasons	-9.42739
▁happening	-9.4277
▁fail	-9.42822
▁says	-9.43003
▁helping	-9.43198
▁ended	-9.43205
▁strength	-9.43278
▁public	-9.43279
▁lead	-9.43296
▁complacent	-9.43304
▁indecisive	-9.43304
▁inhibited	-9.43304
▁purpose	-9.43304
▁remain	-9.43304
▁smell	-9.43306
▁clothes	-9.43307
▁anxiety	-9.43308
▁dinner	-9.43308
▁happiness	-9.43314
▁text	-9.43317
▁power	-9.43322
▁hateful	-9.43383
▁entertained	-9.43384
▁catch	-9.43432
▁main	-9.43468
ary	-9.43578
▁ahead	-9.4364
▁lett	-9.44353
▁evening	-9.44487
▁paper	-9.44839
▁season	-9.44871
▁result	-9.44919
id	-9.45747
▁view	-9.46162
▁company	-9.46334
▁distraught	-9.46334
▁further	-9.46334
▁knowledge	-9.46334
▁lazy	-9.46334
▁pregnant	-9.46334
▁system	-9.46334
▁difference	-9.46335
▁lord	-9.46335
aught	-9.46336
▁daily	-9.46341
▁con	-9.46368
▁blue	-9.46398
▁j	-9.46419
▁media	-9.47129
▁ideas	-9.47137
▁present	-9.47456
▁character	-9.4766
▁results	-9.4777
bility	-9.4797
ted	-9.47979
▁conversation	-9.48028
▁issue	-9.48071
ck	-9.48601
tion	-9.48625
▁pro	-9.48879
▁posting	-9.48958
▁songs	-9.49292
▁drive	-9.49295
▁terribl	-9.49296
▁die	-9.4931
▁large	-9.49405
▁brother	-9.49456
▁desperate	-9.49459
▁himself	-9.49459
▁memories	-9.49459
▁sexual	-9.49464
▁crap	-9.49467
▁okay	-9.49477
▁onto	-9.49626
▁vi	-9.4973
▁lol	-9.49827
